cell,BACH2,BATF,BIRC5,CCR7,CD160,CDK1,CTLA4,CX3CR1,DNMT3A,EGR2,ENTPD1,GNLY,GZMB,GZMK,HAVCR2,IFNG,IKZF2,IL7R,KLRD1,KLRG1,LAG3,LEF1,MKI67,NKG7,NR4A1,NR4A2,NR4A3,PCNA,PDCD1,PRDM1,PRF1,SELL,SLAMF6,STMN1,TBX21,TCF7,TIGIT,TOP2A,TOX
ref_00994,3.762,3.368,3.762,3.368,5.534,3.368,3.762,3.368,3.368,5.687,6.533,3.762,6.491,3.368,6.648,3.368,6.252,2.708,3.368,3.368,6.425,2.708,3.368,3.368,5.938,3.368,5.82,3.368,6.305,5.588,5.974,2.708,3.368,3.368,3.368,3.368,6.379,3.368,5.82
ref_00995,3.413,3.692,3.692,3.024,6.377,3.692,3.413,3.024,3.692,6.215,6.154,3.024,6.021,3.024,6.846,3.413,5.921,3.692,3.692,3.413,6.377,3.024,3.413,3.413,6.154,3.413,5.894,3.024,6.736,6.253,5.81,3.413,3.024,3.692,3.413,3.024,6.516,3.692,6.487
ref_00996,3.345,3.623,3.345,3.623,5.797,3.345,3.345,3.623,3.623,6.041,6.581,3.345,6.542,3.623,6.306,3.345,5.679,3.345,3.623,3.841,6.529,3.345,3.345,3.623,6.474,2.957,5.679,3.623,6.272,6.237,6.272,3.345,3.841,3.623,3.623,2.957,6.431,3.345,5.74
ref_00997,3.103,3.103,3.103,3.493,5.863,3.493,3.103,3.103,3.103,6.216,6.055,3.493,6.003,3.103,6.257,3.103,6.172,3.493,3.103,3.103,6.257,3.493,3.493,3.103,5.95,3.773,6.237,3.493,6.83,6.127,6.103,3.103,3.493,3.493,3.773,2.453,6.354,3.773,6.372
ref_00998,3.554,3.162,3.162,3.162,5.894,2.511,3.554,3.162,3.554,6.012,6.731,3.554,6.256,3.162,6.34,3.162,5.475,3.162,3.554,3.554,6.47,2.511,3.162,3.162,5.725,3.162,5.955,3.162,6.554,6.34,6.32,3.554,3.554,3.554,3.162,3.554,6.278,3.162,5.863
ref_00999,3.561,3.17,3.17,2.518,5.902,3.842,3.17,3.17,3.17,5.804,6.348,3.561,6.307,3.17,6.264,3.561,6.074,3.17,3.561,3.17,6.1,3.561,3.561,3.561,6.174,3.561,6.174,3.561,6.367,6.367,6.1,3.17,3.17,3.561,3.561,3.561,6.424,3.17,5.963
ref_01000,2.984,2.984,2.984,3.651,6.173,3.651,3.651,2.984,3.869,5.979,5.905,3.651,6.489,2.984,6.23,3.372,5.738,3.651,3.651,3.651,6.835,3.372,3.372,3.372,6.248,3.651,5.979,3.372,6.571,5.979,6.335,3.651,3.869,3.372,2.984,3.651,5.955,3.372,6.266
ref_01001,3.284,3.284,3.284,3.284,5.956,3.284,3.284,3.284,3.284,5.691,6.486,3.284,6.11,3.284,6.681,3.677,5.774,3.677,3.958,3.284,6.614,3.677,2.627,3.284,5.956,3.284,5.691,3.284,6.446,5.851,5.734,3.677,3.284,3.284,3.677,3.677,6.192,3.677,5.922
ref_01002,2.643,3.3,2.643,3.3,6.309,3.693,3.693,3.3,3.3,5.708,6.26,3.693,6.483,3.3,6.209,3.693,6.127,3.3,2.643,3.3,6.006,3.3,3.693,3.693,6.037,3.3,5.791,3.3,6.127,5.791,5.75,3.3,3.693,3.3,3.3,2.643,5.904,3.3,5.973
ref_01003,3.49,3.49,3.886,3.49,5.41,2.827,3.49,3.49,3.49,6.027,6.136,3.49,6.457,3.49,6.202,2.827,5.904,2.827,2.827,3.49,5.765,3.49,2.827,3.49,5.603,3.49,6.17,3.49,6.431,6.265,5.814,3.49,3.49,3.49,3.49,3.49,6.379,3.49,5.86
ref_01004,3.761,3.09,3.481,3.09,6.304,3.481,3.09,3.09,3.481,5.4,6.572,3.09,6.244,2.442,6.527,3.09,5.721,3.09,3.481,3.09,6.615,2.442,3.481,3.481,6.137,3.761,6.413,2.442,6.395,5.351,5.909,3.09,3.09,3.481,3.09,3.761,6.304,3.481,5.721
ref_01005,3.381,3.66,3.381,3.66,5.862,3.381,3.381,3.381,3.381,5.685,6.54,2.993,6.377,3.381,6.182,3.381,5.717,3.381,2.993,3.381,6.361,3.381,3.878,3.66,6.327,3.878,6.079,3.381,6.439,6.393,6.162,2.993,3.381,3.381,3.381,2.993,6.361,3.381,6.182
ref_01006,3.705,3.705,3.311,2.654,6.049,3.705,3.311,3.705,3.311,5.419,6.454,3.311,5.916,3.705,6.772,3.311,6.017,3.311,3.311,3.311,6.59,3.311,3.705,3.311,5.88,3.311,5.762,3.311,6.344,5.675,6.049,3.705,3.705,3.705,3.705,3.311,6.32,3.705,6.389
ref_01007,2.669,3.327,3.327,3.327,6.096,3.327,3.327,3.327,2.669,6.001,6.001,3.327,5.858,3.327,6.36,3.327,6.154,3.327,2.669,3.72,6.693,2.669,3.327,3.327,5.691,3.72,6.36,3.327,5.932,5.819,5.932,3.72,3.327,3.72,3.327,3.327,6.449,3.327,6.36
ref_01008,2.712,3.372,3.766,2.712,5.421,3.372,3.372,3.372,3.372,6.013,6.67,3.372,6.013,3.372,6.047,3.372,6.112,3.766,3.372,3.372,6.615,3.372,3.372,2.712,6.283,3.766,5.825,2.712,6.334,5.592,5.782,2.712,3.372,3.766,3.372,3.372,5.825,3.372,6.334
ref_01009,3.34,3.34,2.681,3.34,6.079,3.34,2.681,2.681,3.34,5.909,6.326,3.34,5.61,3.34,5.871,3.34,5.658,3.34,3.34,2.681,6.168,2.681,3.34,2.681,5.945,3.34,5.323,3.34,6.601,6.139,6.047,3.34,3.34,3.34,2.681,2.681,5.705,3.34,6.301
ref_01010,3.334,3.334,3.334,3.334,6.32,3.728,2.676,3.334,3.334,5.604,6.009,3.334,6.577,3.334,6.191,2.676,5.827,3.334,3.334,2.676,6.435,3.334,3.334,2.676,6.134,3.334,5.382,3.334,6.435,6.368,6.162,3.334,3.728,3.334,2.676,2.676,5.94,3.334,6.041
ref_01011,2.935,2.935,3.601,3.601,6.082,3.601,3.323,2.935,3.323,6.267,6.25,3.323,6.438,3.323,6.907,3.601,5.997,3.323,3.323,3.323,6.583,3.323,2.935,3.601,5.487,3.601,6.121,3.601,6.438,5.904,6.019,2.935,3.601,3.323,3.323,3.323,6.267,3.323,6.596
ref_01012,3.198,3.198,3.198,3.198,6.049,3.198,3.198,3.589,3.198,5.558,6.336,3.198,6.376,3.198,6.741,3.589,5.602,3.589,3.198,2.545,6.542,3.198,3.198,3.198,5.931,2.545,6.315,3.589,6.356,6.249,5.931,2.545,3.198,3.198,3.198,3.589,5.992,3.589,6.128
ref_01013,2.68,3.338,3.338,3.732,6.045,3.338,3.338,3.338,3.338,6.045,6.275,3.338,6.324,3.732,6.439,3.338,5.322,3.338,3.338,3.338,5.944,3.338,2.68,3.338,6.045,3.338,5.322,3.338,6.542,5.79,5.908,2.68,3.338,3.338,3.338,3.338,6.461,3.338,6.372
ref_01014,3.223,3.223,3.223,3.223,5.926,3.223,3.223,3.615,3.223,5.438,6.442,3.223,6.275,2.569,6.617,3.223,5.824,3.615,3.896,3.223,6.551,3.615,3.223,3.223,5.788,2.569,6.075,3.223,6.403,5.628,6.047,3.223,3.615,3.223,3.223,3.223,6.275,3.615,5.859
ref_01015,3.95,3.062,3.452,3.731,6.061,3.95,3.062,3.452,3.452,5.79,6.366,3.95,6.481,3.731,6.571,3.062,6.107,3.731,3.452,3.452,5.961,3.731,3.731,3.731,6.235,3.062,6.274,3.452,6.274,6.13,6.4,3.731,3.731,3.731,3.452,3.731,6.366,3.452,6.061
ref_01016,3.401,3.795,2.74,2.74,5.972,3.795,3.401,3.401,2.74,5.622,6.077,3.795,6.313,3.401,6.413,3.401,5.451,3.401,3.401,2.74,6.413,3.795,3.401,3.401,5.812,2.74,5.768,3.401,6.607,5.855,5.855,3.401,3.401,3.401,3.401,3.401,5.895,3.401,6.286
ref_01017,3.766,3.984,2.447,3.766,6.096,3.095,3.095,3.486,3.766,6.27,6.096,3.095,6.072,3.095,6.9,3.766,5.942,3.766,3.095,3.486,5.996,3.766,3.095,3.486,5.692,3.486,6.309,3.095,6.634,6.347,6.047,3.486,3.766,3.486,3.486,3.486,6.047,3.095,6.022
ref_01018,3.063,3.453,3.732,3.732,6.216,3.732,3.063,3.732,3.732,5.584,6.367,3.732,6.331,3.732,6.667,3.453,5.371,3.063,3.063,3.732,6.401,3.453,3.063,3.063,6.418,3.453,5.791,3.063,6.557,6.572,5.988,3.063,3.453,3.063,3.732,3.453,5.759,3.063,5.988
ref_01019,3.418,2.757,2.757,3.418,6.026,3.418,3.418,2.757,3.418,5.913,6.095,3.418,6.277,3.418,6.382,2.757,6.19,2.757,2.757,3.418,6.331,2.757,3.418,2.757,6.095,2.757,6.43,3.418,6.026,5.639,6.026,3.418,2.757,2.757,3.812,2.757,5.952,3.418,6.304
ref_01020,3.4,3.011,3.4,3.4,5.933,3.011,3.011,3.679,3.4,6.12,6.396,3.679,5.983,3.4,6.161,3.679,5.567,3.4,3.4,3.4,6.517,3.4,3.679,3.679,6.201,3.679,5.603,3.679,6.22,6.258,6.586,3.4,3.011,3.4,3.4,3.011,6.12,3.679,6.531
ref_01021,3.373,3.652,2.985,3.373,6.384,2.985,3.373,3.652,2.985,5.769,6.302,3.373,6.572,3.373,6.431,3.652,5.769,3.373,2.985,3.652,6.174,3.373,3.652,2.985,6.352,3.652,6.154,3.652,6.875,5.98,6.049,3.373,3.87,2.985,3.652,2.985,6.319,3.652,6.049
ref_01022,3.336,3.336,3.336,3.336,6.297,3.729,3.336,3.729,3.336,6.219,5.941,3.336,6.135,3.336,6.415,4.011,5.905,3.336,3.729,3.729,5.867,3.729,3.336,4.011,6.219,3.336,6.479,3.729,6.559,5.976,5.701,3.336,3.729,3.336,3.336,4.011,5.976,3.729,6.01
ref_01023,3.501,3.111,3.781,2.461,5.634,3.111,3.111,3.111,3.781,5.554,6.563,3.111,6.593,3.111,6.286,3.111,5.958,3.501,3.501,3.111,6.484,3.111,3.111,3.501,5.742,3.111,6.224,3.111,6.65,5.467,6.451,3.111,3.111,3.501,3.111,3.501,6.325,3.501,5.776
ref_01024,3.84,3.168,3.559,3.559,6.325,3.168,3.559,3.168,3.559,6.018,6.737,3.168,6.44,3.168,6.305,3.559,5.836,3.168,3.168,3.168,5.868,3.559,3.559,3.168,6.195,3.559,5.654,3.559,6.171,5.96,5.931,3.559,3.84,3.168,3.168,3.84,6.384,3.168,6.097
ref_01025,3.692,3.692,3.299,3.692,5.516,3.692,3.299,3.299,3.299,6.067,6.595,3.299,6.728,3.299,6.004,3.692,6.036,3.299,3.299,3.973,6.461,3.299,3.299,3.973,5.972,3.692,5.829,3.973,6.68,6.004,5.867,3.299,3.692,3.299,3.692,3.692,6.283,3.299,6.376
ref_01026,3.347,3.626,3.626,3.347,6.185,3.626,3.626,2.959,3.347,6.022,6.448,3.844,5.853,3.626,6.877,2.959,5.549,3.347,3.347,3.626,6.373,3.626,3.347,3.626,6.463,2.959,6.532,3.347,6.24,6.309,6.044,3.626,2.959,3.347,3.626,3.347,5.827,3.347,6.127
ref_01027,3.657,3.657,2.989,3.657,6.465,3.657,2.989,3.378,3.378,5.936,6.272,2.989,6.756,3.875,6.42,2.989,5.936,3.657,3.875,3.378,6.734,3.378,3.657,3.378,5.744,2.989,6.254,2.989,6.64,6.138,6.008,2.989,3.875,3.657,2.989,3.378,6.075,3.378,6.008
ref_01028,2.61,3.265,3.658,3.265,6.062,3.265,3.658,3.265,3.265,5.482,6.486,3.265,6.406,3.265,6.486,2.61,5.715,3.265,2.61,3.265,6.273,3.265,2.61,3.265,6.119,3.265,6.001,2.61,6.342,6.062,6.273,3.265,2.61,3.658,3.265,3.265,6.342,3.658,6.032
ref_01029,3.35,3.35,3.35,3.35,5.399,3.35,3.35,3.35,3.744,5.459,5.92,3.35,5.802,2.692,6.515,2.692,6.058,3.35,2.692,2.692,6.058,3.744,3.35,3.35,5.92,3.744,5.669,2.692,6.207,5.843,6.312,3.744,3.35,3.35,3.35,2.692,6.15,2.692,6.666
ref_01030,3.047,3.717,3.047,3.047,5.605,3.437,3.047,3.717,3.437,5.805,6.434,3.047,6.022,3.437,6.45,3.437,5.972,3.717,3.047,3.437,6.385,3.437,3.437,3.047,6.35,3.437,6.046,3.047,6.434,5.892,5.71,3.047,3.717,3.437,3.047,3.717,5.774,3.717,6.482
ref_01031,3.54,3.54,3.149,3.149,5.97,3.149,2.498,3.821,3.149,5.413,6.026,3.54,6.152,3.54,6.82,3.54,6.104,3.54,3.54,3.149,6.508,3.54,3.821,3.54,5.712,3.149,5.912,3.54,6.648,6.221,6.306,3.821,3.149,3.54,3.821,3.54,6.052,3.821,6.285
ref_01032,2.5,3.152,3.543,3.543,6.106,3.152,3.543,3.152,3.152,5.637,6.459,3.152,6.559,3.823,6.055,3.543,5.883,3.543,3.543,3.152,6.606,3.152,3.152,3.152,6.387,3.152,6.245,3.152,6.08,6.08,5.852,3.543,3.152,3.152,3.152,3.543,5.785,3.543,6.288
ref_01033,3.083,3.474,3.474,3.474,6.196,3.083,3.474,3.474,3.083,5.525,5.93,3.083,6.352,3.083,6.763,3.083,5.957,3.083,3.753,2.435,5.679,3.083,3.083,3.083,6.217,3.083,6.334,3.083,6.822,5.901,6.035,3.083,3.753,3.753,3.753,3.083,5.873,3.083,6.593
ref_01034,3.458,3.737,3.458,3.458,6.2,3.458,3.068,3.068,3.458,5.993,6.632,3.458,6.09,3.068,6.043,3.737,6.158,3.458,3.458,3.068,6.261,3.737,3.068,3.068,6.336,3.458,6.2,3.458,6.2,6.043,5.589,3.068,3.737,3.068,3.458,3.458,6.533,3.068,6.698
ref_01035,3.925,3.251,2.596,3.643,5.922,3.251,3.251,3.643,3.643,5.567,6.739,3.643,6.158,3.251,6.823,3.643,5.922,3.251,3.251,3.251,6.432,3.251,3.643,3.251,6.304,3.251,5.74,3.643,6.131,5.613,6.104,3.925,3.251,3.643,3.925,3.251,6.184,3.251,5.955
ref_01036,3.382,3.382,3.661,3.382,5.779,3.382,2.994,2.994,3.382,5.686,6.345,3.661,6.294,2.994,6.62,3.382,5.779,3.382,2.994,3.382,6.122,2.994,2.994,2.994,5.749,3.661,5.62,2.994,6.47,6.425,6.163,3.661,3.879,2.994,2.994,3.382,6.183,3.382,6.581
ref_01037,3.853,3.572,3.181,3.572,5.849,3.572,3.572,3.181,3.853,6.339,5.849,3.181,6.297,3.181,6.359,3.572,5.849,3.181,3.572,3.572,6.524,3.181,3.181,3.853,5.744,3.572,5.914,3.181,6.709,6.209,6.231,3.853,3.572,3.181,3.572,3.853,6.454,3.572,6.49
ref_01038,3.469,3.469,3.469,3.469,5.882,3.469,3.469,2.807,3.469,5.966,6.301,3.469,6.574,3.469,5.792,2.807,6.079,3.469,3.469,3.469,5.882,2.807,3.469,2.807,6.435,3.469,5.925,2.807,6.637,5.882,6.114,2.807,2.807,2.807,3.469,3.469,6.148,3.864,6.716
ref_01039,3.667,3.388,3.388,3.885,6.613,3.388,2.999,3.667,2.999,6.107,6.505,3.388,5.995,3.667,6.282,2.999,6.367,2.999,3.388,3.388,6.317,3.388,3.885,3.388,5.895,3.667,5.868,2.999,6.56,6.149,5.754,3.667,3.388,3.388,3.667,3.388,6.128,3.388,6.367
ref_01040,3.667,3.667,3.274,3.667,5.637,3.667,3.274,3.667,3.274,5.32,6.792,3.667,5.946,3.274,6.514,3.667,5.764,3.667,3.274,3.274,6.394,3.274,3.667,3.667,6.155,3.948,6.071,3.667,6.456,6.456,6.514,3.667,3.274,3.274,3.667,3.274,6.01,3.274,5.979
ref_01041,3.837,3.166,3.166,3.166,6.508,3.837,3.557,3.557,3.557,6.015,5.866,3.557,6.508,3.557,6.558,3.166,5.728,3.557,3.837,3.557,6.193,3.166,3.166,3.166,6.043,3.166,5.833,3.557,6.542,5.691,5.833,3.166,3.166,3.166,3.166,3.166,6.438,3.557,6.281
ref_01042,2.536,3.189,3.189,3.189,5.922,2.536,3.58,2.536,3.189,5.824,6.169,2.536,6.549,3.58,6.119,3.58,5.953,2.536,3.189,3.189,6.532,3.189,3.189,3.189,5.676,2.536,6.011,2.536,6.462,6.193,6.067,3.189,3.189,3.189,3.189,3.189,5.824,3.58,6.284
ref_01043,3.334,3.334,3.334,2.676,5.443,3.334,3.334,3.334,2.676,5.443,5.94,3.334,5.94,2.676,6.701,2.676,5.604,2.676,2.676,3.334,6.218,2.676,3.334,3.334,6.073,2.676,5.786,2.676,6.498,5.904,5.443,3.334,3.334,3.334,3.334,2.676,6.296,3.334,6.134
ref_01044,3.38,3.38,3.38,2.72,6.367,3.38,3.38,3.38,3.38,5.951,6.367,2.72,6.12,3.774,6.642,3.38,6.088,2.72,3.38,3.38,6.265,3.38,2.72,3.38,6.318,3.38,5.651,3.38,6.12,5.987,6.181,3.38,3.38,3.38,3.774,3.38,6.238,3.38,5.987
ref_01045,3.28,3.28,3.28,3.28,6.312,3.28,3.673,3.28,2.624,6.047,6.379,3.28,5.918,3.28,6.334,3.673,6.077,3.673,2.624,3.673,6.627,2.624,2.624,3.28,5.918,3.673,5.883,2.624,6.357,6.047,5.73,3.673,3.28,2.624,3.673,3.28,6.188,3.28,5.918
ref_01046,3.173,3.565,3.565,3.173,5.966,3.173,3.173,3.565,3.173,5.736,6.128,3.173,6.077,3.173,6.687,3.565,5.808,3.173,3.173,3.173,6.177,3.565,3.173,3.173,6.428,3.173,6.153,3.173,6.051,6.331,5.874,3.173,3.845,3.565,3.173,3.565,6.743,3.845,5.966
ref_01047,2.939,3.326,2.939,3.326,6.144,3.326,3.326,3.326,3.605,6.367,6.27,3.605,6.397,2.939,6.336,3.326,5.374,3.605,3.326,3.326,6.253,3.605,3.326,3.326,6.367,3.326,6.497,3.326,6.427,6.253,6.27,2.939,3.326,3.605,3.823,3.326,5.832,2.939,6.236
ref_01048,3.128,3.128,2.478,3.519,5.613,3.128,3.128,3.128,3.519,5.286,6.626,3.128,5.89,3.128,6.177,3.519,5.859,3.128,3.128,3.128,6.748,3.519,2.478,3.128,6.081,3.128,5.795,3.519,6.722,5.919,6.106,3.519,3.128,3.128,3.128,3.128,6.242,3.128,6.381
ref_01049,3.043,3.432,3.432,3.712,5.83,3.712,3.432,3.043,3.432,5.738,6.696,3.432,6.254,3.712,5.992,3.432,6.087,3.432,3.043,3.712,6.087,3.432,3.93,3.432,5.671,3.432,5.705,3.043,6.194,6.461,6.345,3.432,3.432,3.432,3.043,3.432,6.234,3.043,6.477
ref_01050,3.39,2.73,3.39,3.39,5.756,3.39,3.39,2.73,2.73,5.801,6.448,3.39,5.997,3.39,6.219,3.39,5.71,3.784,3.784,3.39,6.425,3.39,2.73,3.39,6.248,2.73,5.997,3.39,6.066,5.961,6.161,3.39,2.73,3.39,3.39,3.39,5.961,3.39,6.401
ref_01051,3.625,2.579,3.233,3.233,5.5,3.233,3.233,3.625,3.233,5.449,6.086,3.233,6.628,3.233,6.764,3.233,5.799,3.625,3.625,3.625,6.393,3.233,3.233,3.233,5.835,3.625,6.165,3.233,6.883,6.393,5.936,3.233,3.906,3.625,3.625,3.233,5.936,3.233,5.999
ref_01052,3.307,3.585,2.919,2.919,6.316,2.919,3.585,3.307,3.307,6.023,6.044,3.307,6.3,3.307,6.747,2.919,5.935,3.307,3.585,2.919,6.316,3.307,3.307,3.585,6.143,2.919,6.347,3.585,6.777,6.3,5.785,2.919,3.307,3.803,3.307,3.307,6.316,3.803,6.216
ref_01053,3.366,3.366,3.366,3.366,6.167,3.76,2.707,2.707,3.366,5.86,5.819,2.707,5.86,2.707,6.224,3.366,5.586,3.366,3.76,2.707,6.734,2.707,2.707,3.76,6.224,3.76,6.224,3.366,6.49,5.819,6.353,3.366,3.366,3.76,3.366,3.76,5.899,2.707,6.224
ref_01054,3.412,3.412,2.751,3.412,5.824,3.412,2.751,3.412,3.412,5.684,6.298,3.412,5.733,2.751,6.448,3.412,5.946,3.806,3.412,3.806,6.121,2.751,3.412,3.412,5.946,2.751,6.325,3.412,6.376,6.02,5.523,2.751,2.751,3.412,2.751,3.412,6.121,2.751,6.401
ref_01055,3.909,3.514,2.85,3.514,5.738,2.85,3.514,3.514,3.514,5.738,6.226,3.514,5.884,3.514,6.481,2.85,5.567,3.514,3.514,2.85,6.051,3.514,3.514,2.85,5.627,2.85,5.502,3.514,6.319,5.789,6.012,2.85,2.85,2.85,2.85,3.514,6.088,2.85,5.971
ref_01056,3.543,3.152,3.543,3.543,6.405,3.152,3.152,3.152,3.543,5.415,6.442,3.543,6.559,3.543,6.387,3.543,5.75,3.543,3.152,3.543,6.028,3.543,3.543,3.543,5.51,3.152,6.442,3.543,6.328,5.883,6.178,3.823,3.543,3.543,3.152,3.152,5.883,3.152,6.308
ref_01057,3.455,3.065,3.455,3.455,5.728,3.455,3.455,3.455,3.455,6.277,6.197,3.455,5.728,3.065,6.629,3.065,5.586,3.455,3.455,3.455,6.559,3.734,3.065,3.455,6.133,3.455,6.155,3.065,6.694,5.547,6.333,3.065,3.065,3.455,3.455,3.953,6.133,3.734,6.588
ref_01058,3.001,3.39,3.669,3.001,6.369,3.39,3.39,3.39,3.001,6.21,6.369,3.669,6.066,3.39,6.13,3.39,5.661,3.39,3.669,3.669,6.151,3.39,3.39,3.887,5.973,3.001,5.948,3.669,6.677,5.756,5.997,3.001,3.887,3.39,3.001,3.39,6.589,3.669,6.589
ref_01059,3.313,3.313,3.313,3.313,6.222,2.655,2.655,3.706,3.706,6.322,6.273,3.313,6.05,2.655,6.273,3.313,5.952,3.313,3.313,3.706,6.298,3.706,3.313,3.706,6.345,3.313,6.168,3.313,6.111,6.019,6.222,3.313,3.313,2.655,2.655,3.706,6.368,3.706,6.322
ref_01060,2.738,3.398,3.398,3.398,6.005,3.398,3.398,3.398,3.398,5.383,6.005,3.398,6.228,3.398,6.284,3.792,6.04,3.792,2.738,3.398,6.361,2.738,3.398,2.738,6.31,3.398,5.719,3.398,5.932,6.256,5.719,3.398,3.398,3.398,3.398,2.738,6.336,3.398,6.228
ref_01061,3.466,3.466,2.804,2.804,5.689,3.466,3.466,2.804,3.466,5.963,6.432,2.804,5.789,3.861,6.504,3.466,5.518,2.804,3.466,3.466,6.24,3.466,3.861,3.861,5.922,3.466,5.518,3.466,6.593,6.209,5.74,3.466,3.466,3.466,3.466,2.804,5.578,3.466,6.177
ref_01062,3.426,3.426,3.037,3.426,5.986,3.706,3.706,3.037,3.426,5.344,6.188,3.924,6.407,3.426,6.209,3.924,6.407,3.426,3.706,3.037,6.374,3.706,3.037,3.924,6.104,3.037,6.125,3.426,6.322,6.248,6.168,3.706,3.706,3.924,3.426,3.426,6.407,3.426,5.908
ref_01063,2.957,3.623,3.623,3.623,6.237,3.623,3.345,3.841,2.957,6.323,6.529,3.623,5.876,3.623,6.446,3.841,5.71,2.957,3.623,3.623,6.104,3.345,3.623,2.957,6.386,3.345,5.472,3.623,6.654,6.401,5.472,3.623,3.623,3.345,3.345,3.345,6.083,3.345,6.542
ref_01064,3.714,3.32,3.32,3.32,5.812,3.32,3.714,3.714,3.714,6.027,6.148,3.714,6.599,3.32,6.562,2.663,5.539,3.32,3.714,3.32,6.421,3.714,3.32,3.714,5.539,3.714,5.685,3.714,6.781,6.148,6.23,3.714,3.32,3.32,3.32,3.32,5.851,3.32,5.96
ref_01065,3.749,3.749,3.469,3.469,6.005,3.079,3.079,3.749,3.749,5.953,6.212,3.749,6.031,3.469,6.233,3.749,6.17,3.469,3.469,3.749,6.253,3.079,3.469,3.079,6.103,3.079,6.515,3.749,6.103,6.148,5.521,3.469,3.749,3.749,3.749,3.469,5.979,3.469,6.401
ref_01066,2.629,3.285,3.285,3.285,6.052,2.629,3.678,3.285,2.629,6.022,6.525,3.678,5.852,3.285,6.598,3.285,5.391,3.285,3.285,2.629,6.525,3.285,3.678,3.678,6.362,3.285,6.269,2.629,6.58,5.735,5.957,3.285,3.285,3.285,3.285,3.285,5.889,3.285,5.776
ref_01067,3.795,3.401,3.401,3.401,6.077,3.401,3.401,3.401,3.401,5.895,6.607,3.401,5.855,3.795,6.286,3.401,5.318,3.401,3.401,3.401,6.645,3.401,3.795,3.795,5.721,3.401,6.008,2.74,6.567,5.622,5.768,3.401,2.74,3.795,3.401,3.401,6.202,2.74,6.043
ref_01068,3.278,2.621,3.278,3.67,5.807,3.278,3.278,3.278,3.67,5.441,6.479,3.67,5.916,3.67,6.237,3.278,5.95,3.278,3.278,3.67,5.982,3.278,3.278,3.278,6.309,3.67,5.881,3.278,6.674,5.546,5.845,3.278,3.278,3.67,2.621,3.67,6.332,3.67,5.641
ref_01069,2.596,3.251,3.251,3.643,6.234,3.251,3.643,3.643,3.251,5.987,6.432,3.251,6.104,2.596,6.432,3.643,6.047,3.251,3.643,3.643,6.509,3.643,3.251,3.643,6.327,3.251,6.076,3.251,6.131,6.37,5.817,2.596,3.251,3.643,3.643,3.251,6.234,3.251,5.7
ref_01070,3.23,3.23,3.622,3.622,5.964,3.23,3.622,3.622,3.622,5.445,6.282,3.622,5.545,3.23,6.187,2.575,6.109,3.23,3.23,3.622,6.136,3.23,3.23,3.23,6.41,3.622,6.468,2.575,5.9,5.757,6.082,3.23,2.575,3.622,3.622,3.622,5.678,3.622,6.282
ref_01071,2.711,3.764,3.37,3.37,6.046,3.37,3.37,3.764,3.37,5.419,5.977,3.37,6.472,3.764,6.308,3.37,5.737,3.764,3.37,3.37,6.515,3.37,3.37,2.711,6.2,3.764,5.781,3.764,6.536,5.537,5.642,3.37,3.764,3.764,3.764,3.37,6.046,3.37,6.595
ref_01072,3.269,3.269,3.269,3.269,5.836,3.269,3.662,3.662,3.269,6.005,5.836,3.662,6.527,3.269,6.066,2.613,6.095,3.269,3.662,3.269,6.036,3.269,3.662,3.269,6.3,3.269,6.15,3.662,6.277,6.49,6.277,2.613,3.269,3.269,2.613,3.662,6.616,3.269,5.907
ref_01073,3.411,3.805,2.75,3.411,5.683,2.75,3.805,3.411,3.411,5.822,6.269,3.411,6.152,3.411,6.423,2.75,5.865,3.411,3.411,2.75,6.323,3.411,2.75,3.805,6.212,3.411,6.053,3.411,6.399,6.212,5.865,3.411,2.75,3.411,3.411,3.411,6.12,3.411,6.152
ref_01074,3.678,3.678,2.629,3.285,5.957,3.678,3.285,3.285,3.285,5.692,5.957,3.285,6.447,3.285,6.447,3.678,6.082,3.678,3.678,3.285,6.525,3.678,3.678,3.285,5.815,3.959,6.426,3.285,6.082,5.99,5.889,3.678,3.678,3.285,3.959,3.678,5.776,3.678,6.562
ref_01075,3.705,3.425,3.425,3.425,6.5,3.923,3.425,3.705,3.425,5.96,6.103,3.425,6.5,3.705,6.208,3.923,5.793,3.036,3.425,3.425,5.793,3.425,3.425,3.705,6.406,3.425,5.698,3.705,6.266,6.338,6.284,3.425,3.425,3.425,3.705,3.036,6.227,3.425,6.572
ref_01076,3.338,3.338,3.732,3.338,6.138,3.338,3.338,3.338,3.732,6.439,6.395,3.732,6.167,3.338,6.3,3.732,6.077,3.338,2.68,3.338,6.324,3.732,3.732,3.338,6.195,2.68,6.108,3.338,6.542,5.557,5.87,3.338,3.338,3.732,3.338,3.338,6.439,3.338,5.908
ref_01077,3.284,3.284,3.284,3.677,6.315,3.677,3.284,3.284,3.284,6.02,6.081,2.627,6.664,3.284,6.192,3.677,5.601,3.677,3.284,3.284,6.11,3.284,3.284,3.284,5.774,3.677,5.734,3.284,6.446,5.552,5.956,3.677,3.284,3.284,3.284,2.627,5.989,3.284,6.712
ref_01078,3.313,3.313,3.313,3.313,6.345,3.313,3.313,3.313,2.655,5.843,5.986,2.655,6.222,3.313,6.413,3.706,6.168,2.655,3.313,2.655,5.952,3.313,3.313,3.313,5.843,2.655,5.986,2.655,6.111,6.14,6.273,3.706,2.655,3.706,3.706,3.313,5.917,3.706,6.661
